;Unnamed: 0;Unnamed: 0.1;id;userName;date;score;url;title;text;replyDate;replyText;version;thumbsUp;app;wordCount;language;sentiment;w
105;62;96;gp:AOqpTOFeuSavQlsJP2xWCGqYZEDZqveFsCfIwx3a3J8_qgU9x94dEeI639ZqupOPr-ncqBqWNuOR0HxHppEWzAs;สกล ศรีจันทร์;2019-06-01 23:30:33.794000+00:00;5;https://play.google.com/store/apps/details?id=com.broadlink.rmt&reviewId=gp:AOqpTOFeuSavQlsJP2xWCGqYZEDZqveFsCfIwx3a3J8_qgU9x94dEeI639ZqupOPr-ncqBqWNuOR0HxHppEWzAs;;Easy to setup device compare with ihc app.;;;3.8.16;0;com.broadlink.rmt;8;en;POSITIVE;0.05
106;250;290;gp:AOqpTOFvO3fkQdnCx6t2LZRSD-ToOoqBXSJye_zI3lIlF7hJIoiXdxKcFUjHAFQcx25ODu2CWnhYfegrJVEv2A;Sean Ellingham;2019-04-08 19:06:50.168000+00:00;2;https://play.google.com/store/apps/details?id=io.flic.app&reviewId=gp:AOqpTOFvO3fkQdnCx6t2LZRSD-ToOoqBXSJye_zI3lIlF7hJIoiXdxKcFUjHAFQcx25ODu2CWnhYfegrJVEv2A;;I like the Flic concept for smart home integration, and bought the Hub to that end, but it's ultimately disappointing. The app automatically sets up a permanent notification whenever it's run, which no option to disable that without force closing - the whole point of the hub is to not have the Flic app running on your phone, so why keep it running when I only use the Hub? Plus, there have been no new integrations for ages.;;;3.5.2;17;io.flic.app;78;en;NEGATIVE;0.2
107;518;641;gp:AOqpTOHgZkAAbuCrULW88-IrEq873EBCthinIudSmRfP8G_JxUPmFPflL_aSrtkWezEoRmsPQ_jGiErYxtPyHA;Peter Bates;2019-07-30 06:57:32.792000+00:00;3;https://play.google.com/store/apps/details?id=com.yamaha.av.musiccastcontroller&reviewId=gp:AOqpTOHgZkAAbuCrULW88-IrEq873EBCthinIudSmRfP8G_JxUPmFPflL_aSrtkWezEoRmsPQ_jGiErYxtPyHA;;Could be better to set up;;;3.4;0;com.yamaha.av.musiccastcontroller;6;en;POSITIVE;0.006329113924050633
108;22402;57790;gp:AOqpTOGLToP9ROiYTb5B0cs9DJQcNPEYBKDElBsjm0NLRGOrGNMeSJW60OW1vOI3ZzWw_372AJ9f7cN_oNAlGA;Elias Nunez;2021-03-05 19:35:36.738000+00:00;5;https://play.google.com/store/apps/details?id=com.google.android.apps.chromecast.app&reviewId=gp:AOqpTOGLToP9ROiYTb5B0cs9DJQcNPEYBKDElBsjm0NLRGOrGNMeSJW60OW1vOI3ZzWw_372AJ9f7cN_oNAlGA;;Love the app have no complaints and very happy with it.;;;;1;com.google.android.apps.chromecast.app;11;en;POSITIVE;8.039877793857533e-05
109;18;20;gp:AOqpTOGhLoHmJVFqTYXFv0J6kwnec4VleBHZetSmpQdQjTjAXUcCLx2r0mXe1ujLFKINOQ_bbZLkOrf9c96M;Shantoya Owens;2019-02-06 06:08:46.448000+00:00;3;https://play.google.com/store/apps/details?id=com.ibaby.m3c&reviewId=gp:AOqpTOGhLoHmJVFqTYXFv0J6kwnec4VleBHZetSmpQdQjTjAXUcCLx2r0mXe1ujLFKINOQ_bbZLkOrf9c96M;;PLEASE UPDATE THE APP!!!?? ONLY BLACK SCREEN AFTER TIMES GOES BY.;;;1.1.0;0;com.ibaby.m3c;11;en;POSITIVE;0.125
110;6;8;gp:AOqpTOEWuxWy2GbdaJIhmLfOiGjcIWXmZrOMJO2cTwrZNMlSqvK1Pnzlxd7du6c2nxIxYgsjco-V1ht9w4SAohE;Kirsten O'Quinn;2019-12-24 03:37:08.964000+00:00;5;https://play.google.com/store/apps/details?id=com.garageio&reviewId=gp:AOqpTOEWuxWy2GbdaJIhmLfOiGjcIWXmZrOMJO2cTwrZNMlSqvK1Pnzlxd7du6c2nxIxYgsjco-V1ht9w4SAohE;;No longer works - I can't get my garage doors to open even with my car openers now! Update: thank you for the quick fix, it seems to be working now! Hooray! It's cold to be getting out of my car! 😉;2019-12-24T00:21:42.541Z;Sorry for the inconvenience. We have been working on this since it was reported a few days ago. We believe we have a fix and have just submitted v3.1.16. If the update does not immediately fix your problem, please try reinstalling the app. If you need help, please reach out to support@garageio.com.;3.1.16.88;1;com.garageio;42;en;POSITIVE;0.5
111;38;41;gp:AOqpTOG6N5A1z4tMWW4TFlttILdLYKmtO9ZBrOnRs5KCT4J7b-PtHpBjTcgJk87X1xZGZ0dbEHHAMtXzFbPNqQ;Clayton Johnson;2019-08-19 19:41:06.523000+00:00;1;https://play.google.com/store/apps/details?id=com.scoutalarm.android&reviewId=gp:AOqpTOG6N5A1z4tMWW4TFlttILdLYKmtO9ZBrOnRs5KCT4J7b-PtHpBjTcgJk87X1xZGZ0dbEHHAMtXzFbPNqQ;;"Terrible. The doorbell itself is great; works like it suppose to, crystal clear, and looks really good. The app is trash; takes up to 2 minutes to alert that someone is at your door or rang the bell...wanna see who it is? Too bad! Its recording now and won't load. Wanna see who showed up 2 hours ago? Keep dreaming, app won't load the video. By a miracle if it does load live, wanna talk to the person at the door? You wish, app loads and loads and you see the video but no option to talk ""buffering""";;;1.5.16;5;com.scoutalarm.android;98;en;POSITIVE;0.25
112;374;563;gp:AOqpTOHdC7LHvRkLVOfkOhlYQ8grQiVoMrBJJDvile9ENLXNjPrHQEA7ACXwXn6ih9rcggPTNoawoTFJBbqgM3E;Anders Madsen;2021-01-03 11:08:43.112000+00:00;2;https://play.google.com/store/apps/details?id=com.netatmo.thermostat&reviewId=gp:AOqpTOHdC7LHvRkLVOfkOhlYQ8grQiVoMrBJJDvile9ENLXNjPrHQEA7ACXwXn6ih9rcggPTNoawoTFJBbqgM3E;;"can only ""boost"" for 12 hours - the thing is that boost also works as ""turn off"".. so room is not used for 4 days? can't handle that.. also - not app but the product: little black plastic thing in valve easily falls out (happened on 2 valves), support says I can't by tiny spare part and valves send thermostats randomly disconnects just like the other netatmo products..";2021-01-08T15:49:44.970Z;"Hello Anders, thank you for your review, if you turn the thermostat off, it is off until changed. About the valves, I invite you to contact us at contact-energy@netatmo.com we will help you resolve this situation so you can enjoy your smart heating again.

Kate
Netatmo customer service";3.5.1.1;0;com.netatmo.thermostat;68;en;POSITIVE;0.1111111111111111
113;21;25;gp:AOqpTOHX-AUpOHKQLoCVU-vQ88OAuQDRi84nQfx8WpL5Ls-1lChbqiweSxBEsOc9g0ECFDc8xM0pMLnd2d-a6A;Brandon Friedges;2020-06-07 03:06:54.519000+00:00;5;https://play.google.com/store/apps/details?id=com.aquaillumination.prime&reviewId=gp:AOqpTOHX-AUpOHKQLoCVU-vQ88OAuQDRi84nQfx8WpL5Ls-1lChbqiweSxBEsOc9g0ECFDc8xM0pMLnd2d-a6A;;App is great, only wish I could control both at the same time;;;3.8;0;com.aquaillumination.prime;13;en;POSITIVE;0.043478260869565216
114;24335;60222;gp:AOqpTOEE7K4geqefkAIqrpHukIEaUCA05Mgis90VR3PldAYFe3lPQ9wYkxX6pSpMtWTP-6AL89DgxiEZtWMVIQ;Susan Campbell;2021-01-30 11:27:44.440000+00:00;5;https://play.google.com/store/apps/details?id=com.amazon.dee.app&reviewId=gp:AOqpTOEE7K4geqefkAIqrpHukIEaUCA05Mgis90VR3PldAYFe3lPQ9wYkxX6pSpMtWTP-6AL89DgxiEZtWMVIQ;;Lovr Alexa and the music.;;;2.2.375370.0;0;com.amazon.dee.app;5;en;NEUTRAL;3.78587112894677e-05
115;72;96;gp:AOqpTOElY2UkeRYC62n4b7bhtlQEbtCcwE-XzvtU8I8CLzdm7n1v7-RavQ1_hn4oLfjigWOi40OjmCIFw5rYhg;Mary H Yarborough;2020-03-10 17:04:41.948000+00:00;4;https://play.google.com/store/apps/details?id=com.securifi.almondplus&reviewId=gp:AOqpTOElY2UkeRYC62n4b7bhtlQEbtCcwE-XzvtU8I8CLzdm7n1v7-RavQ1_hn4oLfjigWOi40OjmCIFw5rYhg;;I loved my Almond until some jackass neighbor hacked it.;;;7.79.9;0;com.securifi.almondplus;10;en;NEGATIVE;0.3333333333333333
116;383;436;gp:AOqpTOEAhBm0UJP98SIqFLahnHE08j64_zFvAJzdZjBOoETHQDRkINyqKcV9T8QeGVcbbdM-Jccl6VOAMv9gcmQ;Andrew Smith;2020-05-29 13:43:28.488000+00:00;1;https://play.google.com/store/apps/details?id=com.sensibo.app&reviewId=gp:AOqpTOEAhBm0UJP98SIqFLahnHE08j64_zFvAJzdZjBOoETHQDRkINyqKcV9T8QeGVcbbdM-Jccl6VOAMv9gcmQ;;Thanks for wrecking what was a simple interface and over complicating it with your latest version.;2020-05-31T10:51:38.818Z;Hi, we are always looking to improve the experience for our users, and really appreciate the feedback. If there is anything specific we can look into, please contact us at support@sensibo.com.;1.0.221;1;com.sensibo.app;16;en;POSITIVE;0.01282051282051282
117;786;1212;gp:AOqpTOE5SZ0shysmoMCqS5-RAIAn2cY49mIllcJxlr3LFjg2uqdXpAETi9fd-BgMA4whh4QHgLUzub2zv6IJnl0;A Google user;2020-10-17 23:04:03.852000+00:00;5;https://play.google.com/store/apps/details?id=com.honeywell.android.lyric&reviewId=gp:AOqpTOE5SZ0shysmoMCqS5-RAIAn2cY49mIllcJxlr3LFjg2uqdXpAETi9fd-BgMA4whh4QHgLUzub2zv6IJnl0;;Work from anywhere, easy to install, easy to use.;;;5.2.0;0;com.honeywell.android.lyric;9;en;POSITIVE;0.0010741138560687433
118;335;425;gp:AOqpTOHmIOjGHmmm1Ev9sf0-LOb5ZEL1Su38MV44gRLPgyKYa9aIhyEAvoC2IHtkhY58Gk6BLYrGXqCScxKrn70;David Wilbourn;2019-01-14 15:51:05.300000+00:00;3;https://play.google.com/store/apps/details?id=com.broadlink.rmt&reviewId=gp:AOqpTOHmIOjGHmmm1Ev9sf0-LOb5ZEL1Su38MV44gRLPgyKYa9aIhyEAvoC2IHtkhY58Gk6BLYrGXqCScxKrn70;;Mostly does what it promises. however the display of power usage leaves a lot to be desired. the graph (which bizarrely shows current time on the left and the past on the right) uses a 1/2 hour scale so it is impossible to see power usage of short term, high power items. it is reading the power- it shows the actual value updated every few seconds. it just does not plot it on the graph. a 'cumulative power' function which counted watts per second to give a true kWh reading would be nice.;;;3.8.16;2;com.broadlink.rmt;93;en;POSITIVE;0.05
119;105;146;gp:AOqpTOHD4qVyZfmzve2u3_A-j0Ql7lpxX2G-MQ5C97PkjscRWXE_m4oLI3LBzzHxVE9uki7IOlJz_6y2w7CfyQ;Jacques Aucamp;2020-01-14 19:14:16.172000+00:00;1;https://play.google.com/store/apps/details?id=com.doorbird.doorbird&reviewId=gp:AOqpTOHD4qVyZfmzve2u3_A-j0Ql7lpxX2G-MQ5C97PkjscRWXE_m4oLI3LBzzHxVE9uki7IOlJz_6y2w7CfyQ;;Android app has a lot of room for improvement! It's terrible compared to the ios app.;2020-01-16T16:16:41.689Z;Thanks for your feedback. If you have specific issues with the App, please contact our technical support team: www.doorbird.com/contact. We'll be happy to help!;4.73;0;com.doorbird.doorbird;16;en;NEGATIVE;0.05263157894736842
120;681;754;gp:AOqpTOExYnZZjyAg8z1JPoVXCjZ6iJzYVAh-4yXwAji3bOsHf6T01r1sA-18DvD2fA53r_5xUVz7Mr36-m4feg;Luca Della Valentina Torzillo;2021-05-19 07:45:11.290000+00:00;1;https://play.google.com/store/apps/details?id=com.vera.android&reviewId=gp:AOqpTOExYnZZjyAg8z1JPoVXCjZ6iJzYVAh-4yXwAji3bOsHf6T01r1sA-18DvD2fA53r_5xUVz7Mr36-m4feg;;Infinite spinning when trying to set up;2021-05-20T12:42:05.425Z;Hi, we apologize for any issue you might be having! Could you send details of what you are experiencing to our customer support at support@getvera.com? We'll get you up and running.;7.69.2.1;0;com.vera.android;7;en;NEUTRAL;0.010752688172043012
121;204;308;gp:AOqpTOE6WfSvOsOC1dsNZnRTc5FapfX62xv-g03JI0JyJwmVhtYKCzLzFMZES4SYLHMYJXZAFLedoT_V6iMi7LY;Sheri Greenberg;2021-02-03 17:14:18.259000+00:00;5;https://play.google.com/store/apps/details?id=com.foscam.foscam&reviewId=gp:AOqpTOE6WfSvOsOC1dsNZnRTc5FapfX62xv-g03JI0JyJwmVhtYKCzLzFMZES4SYLHMYJXZAFLedoT_V6iMi7LY;;Great for keeping an eye on my dog & the back door of house.;;;2.6.0;1;com.foscam.foscam;14;en;POSITIVE;0.023255813953488372
122;1269;4655;gp:AOqpTOHkpiM4Z3ajlRxRc-sqXNu5YJnGHuVHHpfOB7jMQ9pp1oewCfgcQGxbbhTh6R6oU-kxBfvnQn7xGTdJ;Sam Allcroft;2019-03-22 08:00:56.218000+00:00;4;https://play.google.com/store/apps/details?id=com.ezviz&reviewId=gp:AOqpTOHkpiM4Z3ajlRxRc-sqXNu5YJnGHuVHHpfOB7jMQ9pp1oewCfgcQGxbbhTh6R6oU-kxBfvnQn7xGTdJ;;EZVIZ app works for me always, just Google Home Hub and Chromecast are delayed by 15 seconds.;;;3.9.0.0313;0;com.ezviz;17;en;NEGATIVE;0.0027624309392265192
123;34;41;gp:AOqpTOHiLl6NpnOkwolh4EOwtvVqAhTJZR0ebX5z4HtQfKUnEccd8MoFFjUsa82JWLPSxMu3iuyY5O0p2022jeM;Doug Morrison;2019-04-23 10:14:41.390000+00:00;4;https://play.google.com/store/apps/details?id=com.homeseer.hstouch&reviewId=gp:AOqpTOHiLl6NpnOkwolh4EOwtvVqAhTJZR0ebX5z4HtQfKUnEccd8MoFFjUsa82JWLPSxMu3iuyY5O0p2022jeM;;only use this is you have upgraded your server to HS3. at this point every one should have upgraded.;;;1.0.163;0;com.homeseer.hstouch;19;en;NEUTRAL;0.3333333333333333
124;2969;4556;gp:AOqpTOHqMihsMyQ9ZyTTIizzz3a1AgvgSZiyk0S6W2UAvqeh4u49eh_fq_9xUwsO80_SOwkwxkcDuoBeUv-qyQ;George Angelopoulos;2020-08-23 18:23:46.660000+00:00;5;https://play.google.com/store/apps/details?id=com.belkin.wemoandroid&reviewId=gp:AOqpTOHqMihsMyQ9ZyTTIizzz3a1AgvgSZiyk0S6W2UAvqeh4u49eh_fq_9xUwsO80_SOwkwxkcDuoBeUv-qyQ;;Great tool to turn in and off my Sonos;;;1.25.2;0;com.belkin.wemoandroid;9;en;POSITIVE;0.0008237232289950577
125;0;0;gp:AOqpTOGoJ74X-ySEO4WMIdMkJpL0enHMgdaZBIycHj2hNqKWx5pFUYCyunJ6lZQMEO4KwnwHuoqZQakIx_i-DbI;chintan shah;2020-01-09 09:06:40.879000+00:00;5;https://play.google.com/store/apps/details?id=com.waxman.mobile&reviewId=gp:AOqpTOGoJ74X-ySEO4WMIdMkJpL0enHMgdaZBIycHj2hNqKWx5pFUYCyunJ6lZQMEO4KwnwHuoqZQakIx_i-DbI;;Great product and nice app - kudos to the development team!;;;;1;com.waxman.mobile;11;en;POSITIVE;0.3333333333333333
126;193;224;gp:AOqpTOHAae8wfK26-VWSlC8Hw76iwHFqImpyy3GrJFK1NMpAbJ18C8iD_l2M_MWo9XkLtn_fBRDZ6PkPKUvY4w;Kim schwabach;2020-07-31 08:13:42.882000+00:00;1;https://play.google.com/store/apps/details?id=com.ankuoo.eno&reviewId=gp:AOqpTOHAae8wfK26-VWSlC8Hw76iwHFqImpyy3GrJFK1NMpAbJ18C8iD_l2M_MWo9XkLtn_fBRDZ6PkPKUvY4w;;Do not work, app will not öpən;;;1.2.2;5;com.ankuoo.eno;7;en;NEUTRAL;0.005714285714285714
127;17195;25260;gp:AOqpTOFLMrU4zvL-hI-ta6goBoNvf7A80Mvz9YUBed4JE8wMbKwhNdTjaPcEdgj44Y2saNlWmXGVdfbWJ9cLV5M;Sharon Dunavent;2019-12-17 06:09:11.118000+00:00;1;https://play.google.com/store/apps/details?id=com.tplink.kasa_android&reviewId=gp:AOqpTOFLMrU4zvL-hI-ta6goBoNvf7A80Mvz9YUBed4JE8wMbKwhNdTjaPcEdgj44Y2saNlWmXGVdfbWJ9cLV5M;;Kasa is fine when it works but now camera doesnt work, e mail support doesnt work and software update wont download.;;;2.16.1.885;1;com.tplink.kasa_android;21;en;POSITIVE;0.0012738853503184713
128;341;524;gp:AOqpTOEKVZEZdusc-ELADfENiLyqtItxsN9LjOl9eSTK3AaSXgG7MsunJMU92NdkkIDLOF0-nVNB0xTtWmDjS4E;Kiptoo;2020-09-23 22:42:33.250000+00:00;4;https://play.google.com/store/apps/details?id=com.yeelight.cherry&reviewId=gp:AOqpTOEKVZEZdusc-ELADfENiLyqtItxsN9LjOl9eSTK3AaSXgG7MsunJMU92NdkkIDLOF0-nVNB0xTtWmDjS4E;;Well good but you SHOULD add DARK MODE, this app kills my eyes when I want to turn on/off my lamp at night.;;;3.2.52;1;com.yeelight.cherry;23;en;NEGATIVE;0.007462686567164179
129;275;355;gp:AOqpTOFVCxaX_N5jvQRtNnAXvTHuXxEy-yZ6hfQbeKbdCmJ1TCgHbVjqJnurOVpTU5UCtYbAuDEbDoL7zX28pZQ;Darryl Alison;2020-06-28 03:37:08.830000+00:00;1;https://play.google.com/store/apps/details?id=com.netatmo.camera&reviewId=gp:AOqpTOFVCxaX_N5jvQRtNnAXvTHuXxEy-yZ6hfQbeKbdCmJ1TCgHbVjqJnurOVpTU5UCtYbAuDEbDoL7zX28pZQ;;Could not configure two camera with this app and no real help on the net. Good money wasted on the camera's;2020-07-01T14:36:46.421Z;"Hello Darryl, thank you for your review, this is not the experience we wish you, please visit helpcenter.netatmo.com you will find troubleshooting articles and a way to contact us directly if you need further help.

Kate
Netatmo customer service";3.1.2.2;0;com.netatmo.camera;21;en;NEGATIVE;0.03225806451612903
130;21;26;gp:AOqpTOGS6yD4fYOT0X3T-PwbBGIc5j0xflqpU3olgr-_OwEro2mglRTWANLGauJCnNrUfiADjuTtGht2QpXTVdQ;Jonathan Royster;2021-03-20 13:40:34.756000+00:00;5;https://play.google.com/store/apps/details?id=ca.carrier.comfort&reviewId=gp:AOqpTOGS6yD4fYOT0X3T-PwbBGIc5j0xflqpU3olgr-_OwEro2mglRTWANLGauJCnNrUfiADjuTtGht2QpXTVdQ;;Had my app and thermostats for about three years now. The only thing I can say is awesome, works with my phone and Alexa.;;;1.2.1;0;ca.carrier.comfort;24;en;POSITIVE;0.08333333333333333
131;7;10;gp:AOqpTOG6EP26akluF0_Mwz2ficlM5smLOcp2kKX3fwH2YpahCeYRyrDX9poAesVDxy1aFEwXosMJS6OLhUSXj6E;Mohammad Islam;2019-02-19 13:08:16.217000+00:00;5;https://play.google.com/store/apps/details?id=iSA.common&reviewId=gp:AOqpTOG6EP26akluF0_Mwz2ficlM5smLOcp2kKX3fwH2YpahCeYRyrDX9poAesVDxy1aFEwXosMJS6OLhUSXj6E;;This I smart alarm is awesome.. It works great with the app.. Back to 5 star...;;;2.1.6;3;iSA.common;16;en;POSITIVE;0.041666666666666664
132;229;954;gp:AOqpTOFmh7MhUTHNC8lqofSxT6RGPaz5_A9Q4qezJXLwgJk8m22OQ-QbpaTnJOii5AwEgvVritz1ndHcMfyP;murad hossain;2021-01-02 10:57:32.745000+00:00;5;https://play.google.com/store/apps/details?id=com.ezviz&reviewId=gp:AOqpTOFmh7MhUTHNC8lqofSxT6RGPaz5_A9Q4qezJXLwgJk8m22OQ-QbpaTnJOii5AwEgvVritz1ndHcMfyP;;Very good and user friendly. Highly recommend!;2021-01-04T05:57:48.289Z;Thanks for taking out time to rate us. It really helps us to keep going and delivering the best :);4.9.1.1217;1;com.ezviz;7;en;POSITIVE;0.0012345679012345679
133;881;1046;gp:AOqpTOHh7IGtun0AujLw38fLIzkAEkqUhCPU12m4iPfBNxjPJZmZ334gqXLRWbms3uCQmozYTo_VVn4EJfRBgw;Jj Wildcat;2019-02-15 03:15:43.394000+00:00;1;https://play.google.com/store/apps/details?id=com.osram.lightify&reviewId=gp:AOqpTOHh7IGtun0AujLw38fLIzkAEkqUhCPU12m4iPfBNxjPJZmZ334gqXLRWbms3uCQmozYTo_VVn4EJfRBgw;;lights are great but the controls you have with this app are HORRIBLE. I'm thinking about returning approximately 2 grand worth of lights. it doesn't make sense to have such great lights with such $@itty controls. This app sucks!!!;2019-02-18T09:22:31.132Z;Hello Jj Wildcat, thank you for your honest feedback about the app. I will forward it to our developers so that they can  hurry by working on a new app improvement.;1.9.6;1;com.osram.lightify;39;en;POSITIVE;0.004098360655737705
134;191;246;gp:AOqpTOFt7RyuakfGguRAqlieoJzuVrh1VJh0IlVPbbIm6ynAk79EZJWdY2u1e3mQVhDe47tJvw8dyO1aP5JCKg;Jamie Sapp;2019-01-19 19:26:56.802000+00:00;3;https://play.google.com/store/apps/details?id=com.lutron.mmw&reviewId=gp:AOqpTOFt7RyuakfGguRAqlieoJzuVrh1VJh0IlVPbbIm6ynAk79EZJWdY2u1e3mQVhDe47tJvw8dyO1aP5JCKg;;Recent update ruined the widget. Before the update the app was great. The size and look has totally changed and now you cant read the title of each light. What is the point of having the top line that says Lutron and the time?;2019-01-23T15:49:31.903Z;"Thank you for sharing your feedback about the updated widget - what about the update isn't working well for you?
Edit: The top bar was added to indicate the last time the widget was updated and allow you to manually refresh. However based on feedback we will add an option to hide it in the near future!";6.3;6;com.lutron.mmw;44;en;POSITIVE;0.03225806451612903
135;13;23;gp:AOqpTOE56BTzTVD8e42JU3QoqXTJCYEUC5tSqwDJjsBCilM5KsUss2t1y-NA2n0oDE8UbWp6W2zwQOnR5mQy0qI;Terry Passant;2021-01-18 06:13:10.525000+00:00;5;https://play.google.com/store/apps/details?id=eu.daikin.remoapp&reviewId=gp:AOqpTOE56BTzTVD8e42JU3QoqXTJCYEUC5tSqwDJjsBCilM5KsUss2t1y-NA2n0oDE8UbWp6W2zwQOnR5mQy0qI;;A couple of issue trying to get set up but that was more a UTS than the actual App..... Allows me to remotely turn on and off my Mancave A/C ideal during the more extreme weather and also check if have left on from comfort of the house. Like all Daikin products built well, works well, you can always rely on it to get the the job done;;;2.5.1(2.5.1);0;eu.daikin.remoapp;68;en;POSITIVE;0.125
136;676;769;gp:AOqpTOEPWdl5CkJ4P57SxDfXeWTgBF_SIbe5CkrmZ0pefd16-5E3ESH5sQ8K7oLmY_gFcXqqvLKCreOwirzVRg;jayanth aatreyas;2019-11-23 04:30:56.319000+00:00;1;https://play.google.com/store/apps/details?id=com.dlink.mydlinkmyhome&reviewId=gp:AOqpTOEPWdl5CkJ4P57SxDfXeWTgBF_SIbe5CkrmZ0pefd16-5E3ESH5sQ8K7oLmY_gFcXqqvLKCreOwirzVRg;;Pathetic!! Tried doing it for hours and it doesn't happen at all!! Now I'm tired of trying and stopped using it!!;;;;1;com.dlink.mydlinkmyhome;21;en;NEGATIVE;0.011627906976744186
137;31;33;gp:AOqpTOGqCfnQZYOaOtL5fdYP9dG5IXkpnzxYKHZSRh8VJeb4HvsmQ617929CbE9QSL4tpZd0cERsc_LWzuClJVE;Cecil Mathew;2019-07-20 19:32:35.637000+00:00;3;https://play.google.com/store/apps/details?id=com.smartroost.app&reviewId=gp:AOqpTOGqCfnQZYOaOtL5fdYP9dG5IXkpnzxYKHZSRh8VJeb4HvsmQ617929CbE9QSL4tpZd0cERsc_LWzuClJVE;;It needs more customization options when it comes to alerts. otherwise works well.;;;4.6.2;0;com.smartroost.app;13;en;POSITIVE;0.2
138;59701;109640;gp:AOqpTOETndyX28xiOB8FKPprGdenASdw0CP_4hAVb19j8jtyIBEmZq21klXqk2x3Dm68mGiCJcfWdgYxSA2Osg;Kenny;2021-05-11 20:08:59.771000+00:00;2;https://play.google.com/store/apps/details?id=com.microsoft.xboxone.smartglass&reviewId=gp:AOqpTOETndyX28xiOB8FKPprGdenASdw0CP_4hAVb19j8jtyIBEmZq21klXqk2x3Dm68mGiCJcfWdgYxSA2Osg;;lack of voice party options;;;2105.506.1938;0;com.microsoft.xboxone.smartglass;5;en;POSITIVE;0.00014094432699083862
139;182;205;gp:AOqpTOGk_QFZqLt3b0zvADFBWjhTVaznM5BBBWktYOAQMpSEqn-wtdjcNme3jm5lY1qVCSOgwodOXX9WrorZw58;Brian Jarecki;2019-07-25 05:03:52.692000+00:00;2;https://play.google.com/store/apps/details?id=com.eightsleep.eight&reviewId=gp:AOqpTOGk_QFZqLt3b0zvADFBWjhTVaznM5BBBWktYOAQMpSEqn-wtdjcNme3jm5lY1qVCSOgwodOXX9WrorZw58;;cannot control the whole bed, traking is terrible super disappointing;2019-07-25T14:10:41.814Z;Sorry to hear that! You should be able to control both sides of the bed. Could you write to us at support@eightsleep.com with more details of your tracking issue? We'd love to review further and fix any potential bugs.;3.0.8;1;com.eightsleep.eight;10;en;NEGATIVE;0.041666666666666664
140;329;608;gp:AOqpTOH_msxTkoNlL5saEltgc4ephGvEB5ObI_tYczThTnOlH_xQAn6S6bnzkHQm0KApqQJb1Fj-Fm82y90YVj4;Obicewan Tex;2020-10-14 01:32:49.323000+00:00;5;https://play.google.com/store/apps/details?id=com.logitech.ueboom&reviewId=gp:AOqpTOH_msxTkoNlL5saEltgc4ephGvEB5ObI_tYczThTnOlH_xQAn6S6bnzkHQm0KApqQJb1Fj-Fm82y90YVj4;;Great way to use the speaker;;;7.5.1.270;0;com.logitech.ueboom;6;en;POSITIVE;0.0035714285714285713
141;2387;2691;gp:AOqpTOHZJ7FZatPbqoMifJRSJztVAniY-WJBkcY-Lp57hEEL4lPt3jUaIthG0XujZnVo1YIn0sH3vZsVaziUVQ;Tom Lamb;2020-06-22 00:56:12.286000+00:00;1;https://play.google.com/store/apps/details?id=com.tivophone.android&reviewId=gp:AOqpTOHZJ7FZatPbqoMifJRSJztVAniY-WJBkcY-Lp57hEEL4lPt3jUaIthG0XujZnVo1YIn0sH3vZsVaziUVQ;;This app doesn't allow me to watch anything on my phone. The guide and remote work but that's all. When going to the troubleshooting prompt, it gives you a 401 doesn' exist message. I give this app a minus 5 !!!;;;;0;com.tivophone.android;41;en;POSITIVE;0.00211864406779661
142;143;174;gp:AOqpTOExW2lwNO9GSye2e9jAzt0AS1735EMMuwMkyYDj1iNufkfOhQgs-XDjoy_V7aAcVjduHtvVLN2zs6UlgQ;William Chapman;2019-06-29 15:07:25.342000+00:00;1;https://play.google.com/store/apps/details?id=com.securifi.almondplus&reviewId=gp:AOqpTOExW2lwNO9GSye2e9jAzt0AS1735EMMuwMkyYDj1iNufkfOhQgs-XDjoy_V7aAcVjduHtvVLN2zs6UlgQ;;Does NOT track with Almond device!;2019-07-01T13:17:47.248Z;"Hi William, 

I am sorry to hear about the trouble you faced and would be greatly appreciated if you could reach our support team at support@securifi.com, who would be happy to assist you. Thank you! 

Thank you,
Almond Team.";;0;com.securifi.almondplus;6;en;NEUTRAL;0.08333333333333333
143;68;95;gp:AOqpTOH0CDcJ2h9-JHra8fm2KSL0VW9qXCEumKp16UhkOll0rFWJOuD6fmq1k_Tjta2-DMctAYurzjAjpNcQjA;Greg Works;2021-02-06 21:29:30.594000+00:00;5;https://play.google.com/store/apps/details?id=com.blacksumac.piper&reviewId=gp:AOqpTOH0CDcJ2h9-JHra8fm2KSL0VW9qXCEumKp16UhkOll0rFWJOuD6fmq1k_Tjta2-DMctAYurzjAjpNcQjA;;I've had my piper system for years. It was the best on the market. No monthly fees! It still works great, but ease of use has been surpassed by cheaper models.;;;2.8.3;2;com.blacksumac.piper;31;en;POSITIVE;0.05555555555555555
